Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_156_946,VPWR,li1,440.9100,437.9200,1.799989
FILLER_156_937,VPWR,li1,437.2300,437.9200,1.799989
FILLER_156_925,VPWR,li1,433.7800,437.9200,1.799990
FILLER_156_916,VPWR,li1,428.7200,437.9200,1.799991
FILLER_156_909,VPWR,li1,423.8900,437.9200,1.799992
FILLER_156_897,VPWR,li1,420.9000,437.9200,1.799994
FILLER_156_894,VPWR,li1,417.2200,437.9200,1.799992
FILLER_156_886,VPWR,li1,414.9200,437.9200,1.799992
FILLER_156_881,VPWR,li1,411.0100,437.9200,1.799991
FILLER_156_869,VPWR,li1,408.0200,437.9200,1.799990
FILLER_156_856,VPWR,li1,402.0400,437.9200,1.799990
FILLER_156_849,VPWR,li1,396.7500,437.9200,1.799989
FILLER_156_841,VPWR,li1,394.2200,437.9200,1.799989
FILLER_156_838,VPWR,li1,391.4600,437.9200,1.799990
FILLER_156_826,VPWR,li1,388.2400,437.9200,1.799990
FILLER_156_821,VPWR,li1,383.4100,437.9200,1.799990
FILLER_156_813,VPWR,li1,381.3400,437.9200,1.799991
FILLER_156_808,VPWR,li1,378.1200,437.9200,1.799992
FILLER_156_796,VPWR,li1,374.4400,437.9200,1.799993
FILLER_156_791,VPWR,li1,369.6100,437.9200,1.799993
FILLER_156_785,VPWR,li1,368.0000,437.9200,1.799993
FILLER_156_778,VPWR,li1,364.7800,437.9200,1.799993
FILLER_156_766,VPWR,li1,360.6400,437.9200,1.799992
FILLER_156_761,VPWR,li1,355.8100,437.9200,1.799991
FILLER_156_757,VPWR,li1,354.6600,437.9200,1.799991
FILLER_156_748,VPWR,li1,351.4400,437.9200,1.799991
FILLER_156_736,VPWR,li1,346.8400,437.9200,1.799991
FILLER_156_729,VPWR,li1,341.5500,437.9200,1.799992
FILLER_156_726,VPWR,li1,339.9400,437.9200,1.799992
FILLER_156_718,VPWR,li1,337.6400,437.9200,1.799992
FILLER_156_706,VPWR,li1,333.0400,437.9200,1.799993
FILLER_156_701,VPWR,li1,328.2100,437.9200,1.799995
FILLER_156_697,VPWR,li1,326.8300,437.9200,1.799995
FILLER_156_689,VPWR,li1,324.3000,437.9200,1.799995
FILLER_156_677,VPWR,li1,319.7000,437.9200,1.799996
FILLER_156_669,VPWR,li1,313.9500,437.9200,1.799995
FILLER_156_661,VPWR,li1,311.4200,437.9200,1.799995
FILLER_156_649,VPWR,li1,306.8200,437.9200,1.799995
FILLER_156_641,VPWR,li1,301.0700,437.9200,1.799994
FILLER_156_629,VPWR,li1,297.6200,437.9200,1.799994
FILLER_156_617,VPWR,li1,292.1000,437.9200,1.799994
FILLER_156_609,VPWR,li1,286.3500,437.9200,1.799995
FILLER_156_601,VPWR,li1,283.8200,437.9200,1.799995
FILLER_156_589,VPWR,li1,279.2200,437.9200,1.799995
FILLER_156_586,VPWR,li1,275.5400,437.9200,1.799996
FILLER_156_581,VPWR,li1,273.0100,437.9200,1.799996
FILLER_156_573,VPWR,li1,270.9400,437.9200,1.799996
FILLER_156_561,VPWR,li1,266.3400,437.9200,1.799995
FILLER_156_556,VPWR,li1,262.2000,437.9200,1.799995
FILLER_156_551,VPWR,li1,259.2100,437.9200,1.799994
FILLER_156_545,VPWR,li1,257.6000,437.9200,1.799994
FILLER_156_533,VPWR,li1,253.4600,437.9200,1.799994
FILLER_156_526,VPWR,li1,248.8600,437.9200,1.799994
FILLER_156_521,VPWR,li1,245.4100,437.9200,1.799994
